SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
W4-11 n2                                           [eV]          10.4049         10.4049          9.9407          9.3343          9.3657          9.3414         10.0842         10.0893         10.0396          9.9080
W4-11 n2h                                          [eV]          10.6536         10.6541         10.2052          9.6615          9.6674          9.6721         10.2663         10.2739         10.1830          9.7510
W4-11 n2h4                                         [eV]          19.6093         19.6205         19.1796         18.7425         18.7478         18.7637         19.0883         19.1036         18.9081         19.0057
W4-11 n2o                                          [eV]          13.2640         13.2669         11.7768         11.5040         11.6882         11.5225         11.9536         11.9667         11.9871         11.7451
W4-11 nccn                                         [eV]          23.2295         23.2398         21.8490         21.4060         21.4351         21.4312         21.7517         21.7702         21.7529         21.7704
W4-11 nh                                           [eV]           3.8343          3.8343          3.9003          3.6813          3.6775          3.6833          3.7766          3.7780          3.7472          3.6034
W4-11 nh2                                          [eV]           8.1690          8.1691          8.2134          7.9818          7.9610          7.9861          8.1489          8.1520          8.0496          7.9179
W4-11 nh2cl                                        [eV]          11.1904         11.1955         10.8402         10.5852         10.5888         10.6025         10.7779         10.7906         10.7052         10.7569
W4-11 nh3                                          [eV]          13.0757         13.0761         12.8392         12.7230         12.7317         12.7300         12.7751         12.7800         12.6635         12.9233
W4-11 no                                           [eV]           7.2926          7.2926          6.5548          6.3409          6.4141          6.3492          6.7296          6.7351          6.7550          6.6237
W4-11 no2                                          [eV]          11.4611         11.4626          9.8221          9.8370         10.0582          9.8573         10.0644         10.0784         10.1442          9.8819
W4-11 o2                                           [eV]           6.0623          6.0623          5.0154          5.2646          5.4290          5.2740          5.2623          5.2683          5.3152          5.2394
W4-11 o3                                           [eV]           7.8291          7.8304          6.0008          6.0973          6.3508          6.1199          6.4308          6.4461          6.5186          6.3931
